"","passanger","weather","time","couponType","expiration","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","Restaurant20To50","toCoupon","Y"
"3244","Alone","Sunny","6PM","Coffee House","2h","30-40","Single","0","High School Graduate","employed","Low","never","1~3","1~3","1~3","5min - 15min","1"
"3245","Alone","Sunny","7AM","Coffee House","2h","30-40","Single","0","High School Graduate","employed","Low","never","1~3","1~3","1~3","more than 25min","1"
"3246","Alone","Sunny","7AM","Bar","1d","30-40","Single","0","High School Graduate","employed","Low","never","1~3","1~3","1~3","more than 25min","1"
"3247","Alone","Sunny","7AM","Restaurant(20-50)","1d","30-40","Single","0","High School Graduate","employed","Low","never","1~3","1~3","1~3","15min - 25min","1"
"3248","Alone","Sunny","7AM","Carry out & Take away","2h","30-40","Single","0","High School Graduate","employed","Low","never","1~3","1~3","1~3","5min - 15min","1"
"3249","Alone","Sunny","7AM","Restaurant(<20)","1d","30-40","Single","0","High School Graduate","employed","Low","never","1~3","1~3","1~3","5min - 15min","1"
"3250","Alone","Sunny","7AM","Coffee House","2h","30-40","Single","0","High School Graduate","employed","Low","never","1~3","1~3","1~3","15min - 25min","1"
"3251","Alone","Sunny","2PM","Restaurant(<20)","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","5min - 15min","1"
"3252","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","5min - 15min","1"
"3253","Friend(s)","Sunny","10AM","Carry out & Take away","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","0"
"3254","Friend(s)","Sunny","2PM","Coffee House","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","0"
"3255","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","0"
"3256","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3257","Friend(s)","Sunny","2PM","Carry out & Take away","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3258","Kid(s)","Sunny","10AM","Restaurant(<20)","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3259","Kid(s)","Sunny","10AM","Carry out & Take away","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3260","Kid(s)","Sunny","10AM","Bar","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","0"
"3261","Kid(s)","Sunny","2PM","Restaurant(<20)","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","5min - 15min","1"
"3262","Kid(s)","Sunny","2PM","Restaurant(<20)","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3263","Kid(s)","Sunny","6PM","Coffee House","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3264","Alone","Sunny","6PM","Bar","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","5min - 15min","0"
"3265","Alone","Sunny","6PM","Restaurant(20-50)","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3266","Alone","Sunny","6PM","Coffee House","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","5min - 15min","0"
"3267","Alone","Sunny","7AM","Coffee House","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","more than 25min","1"
"3268","Alone","Sunny","7AM","Bar","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","more than 25min","0"
"3269","Alone","Sunny","7AM","Restaurant(20-50)","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","0"
"3270","Alone","Sunny","7AM","Carry out & Take away","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","5min - 15min","0"
"3271","Alone","Sunny","7AM","Restaurant(<20)","1d","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","5min - 15min","0"
"3272","Alone","Sunny","7AM","Coffee House","2h","20-30","Married partner","1","Some college - no degree","unemployed","Low","never","less1","1~3","less1","15min - 25min","1"
"3273","Alone","Sunny","2PM","Restaurant(<20)","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","1"
"3274","Friend(s)","Sunny","10AM","Coffee House","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","0"
"3275","Friend(s)","Sunny","10AM","Carry out & Take away","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3276","Friend(s)","Sunny","2PM","Coffee House","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3277","Friend(s)","Sunny","2PM","Coffee House","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3278","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3279","Friend(s)","Sunny","2PM","Carry out & Take away","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3280","Partner","Sunny","10AM","Coffee House","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","1"
"3281","Partner","Sunny","10AM","Restaurant(20-50)","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","1"
"3282","Partner","Sunny","10AM","Bar","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","0"
"3283","Partner","Sunny","10AM","Coffee House","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3284","Partner","Sunny","6PM","Restaurant(<20)","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","1"
"3285","Partner","Sunny","6PM","Bar","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3286","Alone","Sunny","6PM","Bar","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","1"
"3287","Alone","Sunny","6PM","Restaurant(20-50)","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3288","Alone","Sunny","6PM","Coffee House","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","0"
"3289","Alone","Sunny","7AM","Coffee House","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","more than 25min","0"
"3290","Alone","Sunny","7AM","Bar","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","more than 25min","1"
"3291","Alone","Sunny","7AM","Restaurant(20-50)","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","1"
"3292","Alone","Sunny","7AM","Carry out & Take away","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","1"
"3293","Alone","Sunny","7AM","Restaurant(<20)","1d","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","5min - 15min","1"
"3294","Alone","Sunny","7AM","Coffee House","2h","30-40","Married partner","0","Some college - no degree","employed","High","less1","less1","1~3","less1","15min - 25min","0"
"3295","Alone","Sunny","2PM","Restaurant(<20)","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","1"
"3296","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","1"
"3297","Friend(s)","Sunny","10AM","Bar","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","0"
"3298","Friend(s)","Sunny","10AM","Carry out & Take away","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","1"
"3299","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","1"
"3300","Friend(s)","Sunny","2PM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","0"
"3301","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","1"
"3302","Friend(s)","Sunny","2PM","Restaurant(<20)","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","1"
"3303","Friend(s)","Sunny","6PM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","0"
"3304","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","1"
"3305","Friend(s)","Sunny","2PM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","0"
"3306","Friend(s)","Sunny","2PM","Carry out & Take away","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","1"
"3307","Alone","Sunny","10AM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","1"
"3308","Alone","Sunny","6PM","Bar","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","0"
"3309","Alone","Sunny","6PM","Restaurant(20-50)","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","0"
"3310","Alone","Sunny","6PM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","0"
"3311","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","more than 25min","0"
"3312","Alone","Sunny","7AM","Bar","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","more than 25min","0"
"3313","Alone","Sunny","7AM","Restaurant(20-50)","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","1"
"3314","Alone","Sunny","7AM","Carry out & Take away","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","1"
"3315","Alone","Sunny","7AM","Restaurant(<20)","1d","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","5min - 15min","1"
"3316","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","Some college - no degree","student","Medium","never","4~8","4~8","less1","15min - 25min","0"
"3317","Alone","Sunny","2PM","Restaurant(<20)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","5min - 15min","1"
"3318","Friend(s)","Sunny","10AM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","5min - 15min","1"
"3319","Friend(s)","Sunny","10AM","Carry out & Take away","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","15min - 25min","0"
"3320","Friend(s)","Sunny","2PM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","15min - 25min","0"
"3321","Friend(s)","Sunny","2PM","Coffee House","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","15min - 25min","0"
"3322","Friend(s)","Sunny","6PM","Restaurant(<20)","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","15min - 25min","0"
"3323","Friend(s)","Sunny","2PM","Carry out & Take away","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","15min - 25min","0"
"3324","Alone","Sunny","6PM","Bar","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","5min - 15min","1"
"3325","Alone","Sunny","6PM","Restaurant(20-50)","1d","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","15min - 25min","0"
"3326","Alone","Sunny","6PM","Coffee House","2h","30-40","Married partner","1","Graduate degree (Masters or Doctorate)","employed","High","less1","4~8","1~3","less1","5min - 15min","1"
